awb_number,activity,bucket
151951960105286,Return to Origin RTO as per Client -RTOMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -RTO,RTO Reason: Client Instruction
151951960109964,Return to Origin RTO as per Client -RTOMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -RTO,RTO Reason: Client Instruction
151951960110131,Return to Origin RTO as per Client -RTOMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -RTO,RTO Reason: Client Instruction
151951960112003,Return to Origin RTO as per Client -rtoMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -rto,RTO Reason: Client Instruction
151951960115811,Return to Origin RTO as per Client -RTOMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -RTO,RTO Reason: Client Instruction
151951960117070,Return to Origin RTO as per Client -RTOMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -RTO,RTO Reason: Client Instruction
151951960118015,Return to Origin RTO as per Client -RTOMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -RTO,RTO Reason: Client Instruction
151951960118561,Return to Origin RTO as per Client -RTOMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -RTO,RTO Reason: Client Instruction
151951960118584,Return to Origin RTO as per Client -RTOMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -RTO,RTO Reason: Client Instruction
151951960119320,Return to Origin RTO as per Client -RTOMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -RTO,RTO Reason: Client Instruction
151951960119464,Return to Origin RTO as per Client -RTOMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -RTO,RTO Reason: Client Instruction
151951960128255,Return to Origin RTO as per Client -RTOMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -RTO,RTO Reason: Client Instruction
151951960128832,Return to Origin RTO as per Client -rtoMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -rto,RTO Reason: Client Instruction
151951960130026,Return to Origin RTO as per Client -RTOMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -RTO,RTO Reason: Client Instruction
151951960130344,Return to Origin RTO as per Client -RTOMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -RTO,RTO Reason: Client Instruction
151951960139721,Return to Origin RTO as per Client -rtoMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -rto,RTO Reason: Client Instruction
152956340342148,Return to Origin RTO as per Client -RTOMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -RTO,RTO Reason: Client Instruction
152956360130930,Return to Origin RTO as per Client -rtoMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -rto,RTO Reason: Client Instruction
152956360209886,Return to Origin RTO as per Client -rtoMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -rto,RTO Reason: Client Instruction
152956360210263,Return to Origin RTO as per Client -RTOMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -RTO,RTO Reason: Client Instruction
152956360210588,Return to Origin RTO as per Client -RTOMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -RTO,RTO Reason: Client Instruction
152956360211750,Return to Origin RTO as per Client -RTOMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -RTO,RTO Reason: Client Instruction
152956360211991,Return to Origin RTO as per Client -RTOMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -RTO,RTO Reason: Client Instruction
152956360212095,Return to Origin RTO as per Client -RTOMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -RTO,RTO Reason: Client Instruction
152956360212544,Return to Origin RTO as per Client -RTOMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -RTO,RTO Reason: Client Instruction
152956360325970,Return to Origin RTO as per Client -rtoMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -rto,RTO Reason: Client Instruction
152956360328686,Return to Origin RTO as per Client -RTOMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -RTO,RTO Reason: Client Instruction
152956360329492,Return to Origin RTO as per Client -RTOMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -RTO,RTO Reason: Client Instruction
152956360329576,Return to Origin RTO as per Client -RTOMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -RTO,RTO Reason: Client Instruction
152956360329811,Return to Origin RTO as per Client -RTOMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -RTO,RTO Reason: Client Instruction
152956360330000,Return to Origin RTO as per Client -RTOMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -RTO,RTO Reason: Client Instruction
152956360330342,Return to Origin RTO as per Client -rtoMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -rto,RTO Reason: Client Instruction
152956360330779,Return to Origin RTO as per Client -rtoMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -rto,RTO Reason: Client Instruction
152956360333954,Return to Origin RTO as per Client -rtoMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -rto,RTO Reason: Client Instruction
152956360334231,Return to Origin RTO as per Client -RTOMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -RTO,RTO Reason: Client Instruction
152956360337389,Return to Origin RTO as per Client -rtoMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -rto,RTO Reason: Client Instruction
152956360337695,Return to Origin RTO as per Client -RTOMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -RTO,RTO Reason: Client Instruction
152956360341283,Return to Origin RTO as per Client -RTOMarked RTO and changed FinalDestinationID to RTO hubid-RTO as per Client -RTO,RTO Reason: Client Instruction
151951950488233,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 10030,RTO Reason: Client Instruction
151951960043030,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 10030,RTO Reason: Client Instruction
151951960051919,Return to Origin RTO as per Client -rtoMarked Shipment RTO & changed Destination HubID to 10030,RTO Reason: Client Instruction
151951960056733,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 10030,RTO Reason: Client Instruction
151951960059036,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 10030,RTO Reason: Client Instruction
151951960059227,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 10030,RTO Reason: Client Instruction
151951960070891,Return to Origin RTO as per Client -rtoMarked Shipment RTO & changed Destination HubID to 10030,RTO Reason: Client Instruction
151951960072653,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 10030,RTO Reason: Client Instruction
151951960113372,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 10030,RTO Reason: Client Instruction
151951960114041,Return to Origin RTO as per Client -rtoMarked Shipment RTO & changed Destination HubID to 10030,RTO Reason: Client Instruction
151951960116444,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 10030,RTO Reason: Client Instruction
151951960120901,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 10030,RTO Reason: Client Instruction
151951960124447,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 10030,RTO Reason: Client Instruction
151951960128026,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 10030,RTO Reason: Client Instruction
151951960128767,Return to Origin RTO as per Client -rtoMarked Shipment RTO & changed Destination HubID to 10030,RTO Reason: Client Instruction
151951960128958,Return to Origin RTO as per Client -rtoMarked Shipment RTO & changed Destination HubID to 10030,RTO Reason: Client Instruction
151951960129388,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 10030,RTO Reason: Client Instruction
151951960130114,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 10030,RTO Reason: Client Instruction
152956360134654,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 10030,RTO Reason: Client Instruction
152956360134721,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 10030,RTO Reason: Client Instruction
152956360134788,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 10030,RTO Reason: Client Instruction
152956360134808,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 10030,RTO Reason: Client Instruction
152956360135056,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 10030,RTO Reason: Client Instruction
152956360138233,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 10030,RTO Reason: Client Instruction
152956360211639,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 10030,RTO Reason: Client Instruction
152956360211876,Return to Origin RTO as per Client -rTOMarked Shipment RTO & changed Destination HubID to 10030,RTO Reason: Client Instruction
152956360326902,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 10030,RTO Reason: Client Instruction
152956360327980,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 10030,RTO Reason: Client Instruction
152956360332731,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 10030,RTO Reason: Client Instruction
152956360334242,Return to Origin RTO as per Client -rtoMarked Shipment RTO & changed Destination HubID to 10030,RTO Reason: Client Instruction
152956360339335,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 10030,RTO Reason: Client Instruction
152956360341334,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 10030,RTO Reason: Client Instruction
151951950368939,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 333,RTO Reason: Client Instruction
151951960046905,Return to Origin RTO as per Client -rtoMarked Shipment RTO & changed Destination HubID to 333,RTO Reason: Client Instruction
151951960052935,Return to Origin RTO as per Client -rtoMarked Shipment RTO & changed Destination HubID to 333,RTO Reason: Client Instruction
151951960057661,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 333,RTO Reason: Client Instruction
151951960057792,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 333,RTO Reason: Client Instruction
151951960058838,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 333,RTO Reason: Client Instruction
151951960059933,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 333,RTO Reason: Client Instruction
151951960105289,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 333,RTO Reason: Client Instruction
151951960110255,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 333,RTO Reason: Client Instruction
151951960112011,Return to Origin RTO as per Client -rtoMarked Shipment RTO & changed Destination HubID to 333,RTO Reason: Client Instruction
151951960113902,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 333,RTO Reason: Client Instruction
151951960116227,Return to Origin RTO as per Client -RTOMarked Shipment RTO & changed Destination HubID to 333,RTO Reason: Client Instruction
